anger	negRelation	negEmotion	disengagement	anxiety	posRelation	posEmotion	engagement
0.119113497436	0.0670844167471	0.125456064939	0.152045354247	0.169148758054	0.0249430332333	0.0373730137944	0.0474717877805
-0.112413197756	-0.027845595032	0.0711805522442	0.082275390625	0.0587768554688	-0.0374077707529	0.108740910888	-0.0579969622195
0.130099833012	0.030015733093	0.157063797116	-0.0962456613779	0.0660535991192	0.0425618477166	-0.0381376482546	-0.00640190951526
0.220343694091	0.127251520753	0.0193956159055	0.196709528565	0.0780707448721	0.182888448238	0.0977783203125	0.0687120258808
-0.125732421875	-0.205362960696	-0.0691731795669	-0.147569447756	-0.137559682131	-0.1201171875	0.0677354633808	-0.0778266042471
0.10198635608	0.228868275881	0.0601331926882	0.0361328125	0.114800348878	0.085364446044	-0.0139838326722	0.106723360717
0.01513671875	0.12744140625	0.106987848878	0.1337890625	0.137261286378	0.0591023750603	0.168117940426	0.142764627934
-0.085476346314	-0.063503690064	-0.0621740557253	-0.153116866946	-0.010240342468	-0.137722432613	-0.149603947997	-0.0128580732271
0.136583119631	0.159722223878	0.230007588863	0.0754258930683	0.194634333253	0.0676235631108	-0.020975748077	0.0515543632209
0.088650174439	0.166937932372	0.199083119631	0.121738009155	0.151041671634	0.0621337890625	0.161865234375	-0.0198567714542
-0.0519680455327	0.0566847063601	-0.017002530396	0.0792371928692	0.00935872364789	0.0807427316904	-0.0429144948721	0.111804537475
-0.22989231348	-0.0497979074717	-0.192762583494	0.0437045618892	-0.127197265625	-0.0597127266228	-0.154079854488	-0.113240562379
-0.105997718871	-0.0443115234375	-0.116689890623	0.0243462454528	-0.0516832135618	-0.0664740651846	0.0113525390625	-0.112474232912
-0.00545734819025	0.0116238063201	-0.0640038400888	0.0750732421875	-0.10547298938	-0.00594075536355	-0.150309249759	-0.053005643189
-0.109375	-0.0718587264419	-0.0877448171377	-0.0319654680789	-0.199110239744	-0.0816785991192	0.00270589184947	-0.0518391914666
0.110785588622	0.135131835938	0.145372182131	-0.0669487863779	0.163723409176	0.085910372436	0.146485224366	-0.0305345319211
-0.0530734583735	-0.0001220703125	0.0657552108169	0.153154164553	0.0732557475567	0.1367662251	0.173014327884	-0.0311414934695
0.0685357004404	0.0608622245491	0.0623135045171	0.100748695433	0.131744384766	0.162136495113	0.185601130128	0.131483286619
-0.079345703125	0.00937906932086	-0.00206163199618	0.232252329588	-0.107204861939	0.0295003261417	0.00983344204724	0.0992567241192
-0.183024093509	-0.0843471959233	-0.13290065527	-0.0513373464346	-0.148281514645	-0.0106336809695	0.0220025386661	0.0433061383665
0.0594889335334	0.0587022565305	0.109219022095	-0.0114474827424	0.0277709960938	0.12353515625	-0.0495353788137	0.0505133718252
0.0747612863779	0.0406901054084	0.109781898558	0.0450303815305	-0.000508626282681	0.0498589426279	0.192111551762	0.147786453366
0.270724833012	0.138481989503	0.229220926762	0.00347222224809	0.132200449705	0.146934092045	0.123887807131	0.0133997602388
-0.0646760761738	-0.024644639343	-0.0658365860581	0.0503743477166	0.0640936940908	-0.0305718313903	-0.0107150608674	0.075439453125
0.103434242308	0.122504338622	0.18994140625	0.172932937741	0.142388239503	0.148471415043	0.153672963381	-0.0455050989985
0.151611328125	0.0793575718999	0.087375216186	-0.0638224259019	0.0741238072515	-0.0466986745596	-0.0618489570916	-0.00782606378198
-0.0779961496592	0.00430636946112	0.0714541524649	0.0890028178692	0.0860188826919	-0.0470445416868	0.0191396083683	0.0101759172976
0.0340711809695	0.0266791451722	-0.0921495258808	0.127739802003	-0.086941190064	0.104570180178	0.0313856340945	-0.0953776016831
0.08056640625	0.12721760571	0.163101196289	0.130093038082	0.0953233540058	0.095486111939	0.0633138045669	0.030300565064
-0.0888129323721	-0.0683458149433	-0.200141057372	-0.0617268867791	-0.115804038942	-0.163099497557	-0.182779952884	-0.176947697997
0.0242396462709	0.0421142578125	-0.0222981777042	0.0790108591318	0.00637478288263	-0.00629340298474	-0.0128851998597	-0.000515407999046
0.164360895753	-0.00813802052289	0.0685153529048	-0.00816514715552	0.0264689121395	-0.024163139984	0.10786268115	0.0698852539062
-0.032441880554	-0.0855441614985	-0.0227135550231	0.0670386403799	0.0947265625	-0.0562405064702	0.186170786619	0.00091552734375
0.0770263671875	0.00557115348056	-0.0632714182138	-0.132934570312	-0.0770128071308	-0.00171576603316	0.139495849609	-0.0846625417471
